"Date","close_price","Negara","open_price","decrease_price"
2021-10-15 00:00:00.000,113.834,Jepang,113.834,0.0
2021-10-18 00:00:00.000,114.323997,Jepang,113.834,-0.48999700000000246
2021-10-19 00:00:00.000,114.285004,Jepang,113.834,-0.4510039999999975
2021-10-20 00:00:00.000,114.542999,Jepang,113.834,-0.7089989999999915
2021-10-21 00:00:00.000,114.389,Jepang,113.834,-0.5549999999999926
2021-10-22 00:00:00.000,113.849998,Jepang,113.834,-0.015997999999996182
2021-10-25 00:00:00.000,113.664001,Jepang,113.834,0.16999900000000423
2021-10-26 00:00:00.000,113.764999,Jepang,113.834,0.06900100000000009
2021-10-27 00:00:00.000,114.188004,Jepang,113.834,-0.3540040000000033
2021-10-28 00:00:00.000,113.776001,Jepang,113.834,0.05799900000000946
2021-10-29 00:00:00.000,113.615997,Jepang,113.834,0.21800300000001016
2021-11-01 00:00:00.000,114.236,Jepang,113.834,-0.402000000000001
2021-11-02 00:00:00.000,114.094002,Jepang,113.834,-0.26000200000000007
2021-11-03 00:00:00.000,113.961998,Jepang,113.834,-0.12799799999999095
2021-11-04 00:00:00.000,114.07,Jepang,113.834,-0.23599999999999
2021-11-05 00:00:00.000,113.836998,Jepang,113.834,-0.0029979999999909523
2021-11-08 00:00:00.000,113.474998,Jepang,113.834,0.3590020000000038
2021-11-09 00:00:00.000,113.253998,Jepang,113.834,0.5800020000000075
2021-11-10 00:00:00.000,112.912003,Jepang,113.834,0.9219970000000046
2021-11-11 00:00:00.000,113.904999,Jepang,113.834,-0.07099900000000048
2021-11-12 00:00:00.000,114.042999,Jepang,113.834,-0.2089989999999915
2021-11-15 00:00:00.000,113.981003,Jepang,113.834,-0.147002999999998
2021-11-16 00:00:00.000,114.132004,Jepang,113.834,-0.2980039999999917
2021-11-17 00:00:00.000,114.903999,Jepang,113.834,-1.0699989999999957
2021-11-18 00:00:00.000,114.190002,Jepang,113.834,-0.3560020000000037
2021-11-19 00:00:00.000,114.281998,Jepang,113.834,-0.44799799999999834
2021-11-22 00:00:00.000,114.138,Jepang,113.834,-0.30400000000000205
2021-11-23 00:00:00.000,114.790001,Jepang,113.834,-0.9560010000000005
2021-11-24 00:00:00.000,115.140999,Jepang,113.834,-1.3069989999999905
2021-11-25 00:00:00.000,115.407997,Jepang,113.834,-1.5739969999999914
2021-11-26 00:00:00.000,115.069,Jepang,113.834,-1.2349999999999994
2021-11-29 00:00:00.000,113.719002,Jepang,113.834,0.11499799999999993
2021-11-30 00:00:00.000,113.804001,Jepang,113.834,0.02999900000000366
2021-12-01 00:00:00.000,113.299004,Jepang,113.834,0.5349960000000067
2021-12-02 00:00:00.000,112.882004,Jepang,113.834,0.9519960000000083
2021-12-03 00:00:00.000,113.022003,Jepang,113.834,0.8119970000000052
2021-12-06 00:00:00.000,113.042,Jepang,113.834,0.7920000000000016
2021-12-07 00:00:00.000,113.458,Jepang,113.834,0.3760000000000048
2021-12-08 00:00:00.000,113.525002,Jepang,113.834,0.30899800000000255
2021-12-09 00:00:00.000,113.683998,Jepang,113.834,0.15000200000000063
2021-12-10 00:00:00.000,113.447998,Jepang,113.834,0.38600200000000484
2021-12-13 00:00:00.000,113.500999,Jepang,113.834,0.3330010000000101
2021-12-14 00:00:00.000,113.577003,Jepang,113.834,0.25699699999999837
2021-12-15 00:00:00.000,113.742996,Jepang,113.834,0.09100399999999809
2021-12-16 00:00:00.000,114.136002,Jepang,113.834,-0.30200200000000166
2021-12-17 00:00:00.000,113.663002,Jepang,113.834,0.17099799999999732
2021-12-20 00:00:00.000,113.517998,Jepang,113.834,0.31600199999999745
2021-12-21 00:00:00.000,113.662003,Jepang,113.834,0.17199700000000462
2021-12-22 00:00:00.000,113.994003,Jepang,113.834,-0.16000300000000323
2021-12-23 00:00:00.000,114.121002,Jepang,113.834,-0.2870020000000011
2021-12-24 00:00:00.000,114.458,Jepang,113.834,-0.6239999999999952
2021-12-27 00:00:00.000,114.333,Jepang,113.834,-0.4989999999999952
2021-12-28 00:00:00.000,114.792,Jepang,113.834,-0.9579999999999984
2021-12-29 00:00:00.000,114.773003,Jepang,113.834,-0.9390029999999996
2021-12-30 00:00:00.000,114.947998,Jepang,113.834,-1.1139979999999952
2021-12-31 00:00:00.000,115.063004,Jepang,113.834,-1.2290040000000033
2022-01-03 00:00:00.000,115.141998,Jepang,113.834,-1.3079979999999978
2022-01-04 00:00:00.000,115.328003,Jepang,113.834,-1.4940029999999922
2022-01-05 00:00:00.000,116.174004,Jepang,113.834,-2.3400039999999933
2022-01-06 00:00:00.000,116.127998,Jepang,113.834,-2.293998000000002
2022-01-07 00:00:00.000,115.864998,Jepang,113.834,-2.0309979999999968
2022-01-10 00:00:00.000,115.617996,Jepang,113.834,-1.783996000000002
2022-01-11 00:00:00.000,115.278,Jepang,113.834,-1.4440000000000026
2022-01-12 00:00:00.000,115.331001,Jepang,113.834,-1.4970009999999974
2022-01-13 00:00:00.000,114.675003,Jepang,113.834,-0.8410030000000006
2022-01-14 00:00:00.000,114.117996,Jepang,113.834,-0.2839960000000019
2022-01-17 00:00:00.000,114.306,Jepang,113.834,-0.4719999999999942
2022-01-18 00:00:00.000,114.570999,Jepang,113.834,-0.7369989999999973
2022-01-19 00:00:00.000,114.554001,Jepang,113.834,-0.7200009999999963
2022-01-20 00:00:00.000,114.347,Jepang,113.834,-0.512999999999991
2022-01-21 00:00:00.000,113.992996,Jepang,113.834,-0.1589960000000019
2022-01-24 00:00:00.000,113.785004,Jepang,113.834,0.04899600000000248
2022-01-25 00:00:00.000,114.011002,Jepang,113.834,-0.17700200000000166
2022-01-26 00:00:00.000,113.875,Jepang,113.834,-0.04099999999999682
2022-01-27 00:00:00.000,114.721001,Jepang,113.834,-0.8870009999999979
2022-01-28 00:00:00.000,115.351997,Jepang,113.834,-1.517996999999994
2022-01-31 00:00:00.000,115.262001,Jepang,113.834,-1.4280009999999947
2022-02-01 00:00:00.000,115.121002,Jepang,113.834,-1.287002000000001
2022-02-02 00:00:00.000,114.736,Jepang,113.834,-0.902000000000001
2022-02-03 00:00:00.000,114.382004,Jepang,113.834,-0.5480039999999917
2022-02-04 00:00:00.000,114.957001,Jepang,113.834,-1.1230010000000021
2022-02-07 00:00:00.000,115.223999,Jepang,113.834,-1.389999000000003
2022-02-08 00:00:00.000,115.063004,Jepang,113.834,-1.2290040000000033
2022-02-09 00:00:00.000,115.530998,Jepang,113.834,-1.6969979999999936
2022-02-10 00:00:00.000,115.601997,Jepang,113.834,-1.767996999999994
2022-02-11 00:00:00.000,116.046997,Jepang,113.834,-2.2129970000000014
2022-02-14 00:00:00.000,115.584,Jepang,113.834,-1.75
2022-02-15 00:00:00.000,115.536003,Jepang,113.834,-1.7020029999999906
2022-02-16 00:00:00.000,115.635002,Jepang,113.834,-1.8010019999999969
2022-02-17 00:00:00.000,115.387001,Jepang,113.834,-1.5530009999999947
2022-02-18 00:00:00.000,114.865997,Jepang,113.834,-1.0319969999999898
2022-02-21 00:00:00.000,114.960999,Jepang,113.834,-1.1269989999999979
2022-02-22 00:00:00.000,114.609001,Jepang,113.834,-0.7750010000000032
2022-02-23 00:00:00.000,115.096001,Jepang,113.834,-1.262000999999998
2022-02-24 00:00:00.000,114.898003,Jepang,113.834,-1.0640029999999996
