"Date","close_price","Negara","open_price","decrease_price"
2021-10-15 00:00:00.000,0.8627,Euro,0.8627,0.0
2021-10-18 00:00:00.000,0.86229,Euro,0.8627,0.00041
2021-10-19 00:00:00.000,0.86104,Euro,0.8627,0.0016599999999999948
2021-10-20 00:00:00.000,0.8597,Euro,0.8627,0.0030000000000000027
2021-10-21 00:00:00.000,0.858,Euro,0.8627,0.0047000000000000375
2021-10-22 00:00:00.000,0.86019,Euro,0.8627,0.0025100000000000122
2021-10-25 00:00:00.000,0.8591,Euro,0.8627,0.0036000000000000476
2021-10-26 00:00:00.000,0.8612,Euro,0.8627,0.0015000000000000568
2021-10-27 00:00:00.000,0.8622,Euro,0.8627,0.0005000000000001
2021-10-28 00:00:00.000,0.86206,Euro,0.8627,0.00064
2021-10-29 00:00:00.000,0.8559,Euro,0.8627,0.006800000000000028
2021-11-01 00:00:00.000,0.8653,Euro,0.8627,-0.0025999999999999357
2021-11-02 00:00:00.000,0.8621,Euro,0.8627,0.0006
2021-11-03 00:00:00.000,0.8636,Euro,0.8627,-0.0009
2021-11-04 00:00:00.000,0.8609,Euro,0.8627,0.0018000000000000238
2021-11-05 00:00:00.000,0.8654,Euro,0.8627,-0.0026999999999999247
2021-11-08 00:00:00.000,0.86439,Euro,0.8627,-0.0016899999999999693
2021-11-09 00:00:00.000,0.8627,Euro,0.8627,0.0
2021-11-10 00:00:00.000,0.8624,Euro,0.8627,0.0003
2021-11-11 00:00:00.000,0.87063,Euro,0.8627,-0.007929999999999993
2021-11-12 00:00:00.000,0.8733,Euro,0.8627,-0.010599999999999943
2021-11-15 00:00:00.000,0.874,Euro,0.8627,-0.011299999999999977
2021-11-16 00:00:00.000,0.87978,Euro,0.8627,-0.017079999999999984
2021-11-17 00:00:00.000,0.8833,Euro,0.8627,-0.02059999999999995
2021-11-18 00:00:00.000,0.8833,Euro,0.8627,-0.02059999999999995
2021-11-19 00:00:00.000,0.87963,Euro,0.8627,-0.01693
2021-11-22 00:00:00.000,0.88686,Euro,0.8627,-0.02415999999999996
2021-11-23 00:00:00.000,0.88951,Euro,0.8627,-0.02681
2021-11-24 00:00:00.000,0.88929,Euro,0.8627,-0.026590000000000003
2021-11-25 00:00:00.000,0.89262,Euro,0.8627,-0.029919999999999947
2021-11-26 00:00:00.000,0.89209,Euro,0.8627,-0.029390000000000027
2021-11-29 00:00:00.000,0.88549,Euro,0.8627,-0.022789999999999977
2021-11-30 00:00:00.000,0.88547,Euro,0.8627,-0.022769999999999957
2021-12-01 00:00:00.000,0.88259,Euro,0.8627,-0.019889999999999963
2021-12-02 00:00:00.000,0.88343,Euro,0.8627,-0.020730000000000026
2021-12-03 00:00:00.000,0.88447,Euro,0.8627,-0.021769999999999956
2021-12-06 00:00:00.000,0.88458,Euro,0.8627,-0.02188000000000001
2021-12-07 00:00:00.000,0.886,Euro,0.8627,-0.023299999999999987
2021-12-08 00:00:00.000,0.8868,Euro,0.8627,-0.02410000000000001
2021-12-09 00:00:00.000,0.8814,Euro,0.8627,-0.01869999999999994
2021-12-10 00:00:00.000,0.88548,Euro,0.8627,-0.022780000000000022
2021-12-13 00:00:00.000,0.88403,Euro,0.8627,-0.02132999999999996
2021-12-14 00:00:00.000,0.8861,Euro,0.8627,-0.023399999999999976
2021-12-15 00:00:00.000,0.888,Euro,0.8627,-0.02529999999999999
2021-12-16 00:00:00.000,0.88568,Euro,0.8627,-0.02298
2021-12-17 00:00:00.000,0.88229,Euro,0.8627,-0.019589999999999996
2021-12-20 00:00:00.000,0.8894,Euro,0.8627,-0.026699999999999946
2021-12-21 00:00:00.000,0.88672,Euro,0.8627,-0.02401999999999993
2021-12-22 00:00:00.000,0.88593,Euro,0.8627,-0.023229999999999973
2021-12-23 00:00:00.000,0.8827,Euro,0.8627,-0.020000000000000018
2021-12-24 00:00:00.000,0.88282,Euro,0.8627,-0.020120000000000027
2021-12-27 00:00:00.000,0.88306,Euro,0.8627,-0.020359999999999934
2021-12-28 00:00:00.000,0.88261,Euro,0.8627,-0.019909999999999983
2021-12-29 00:00:00.000,0.8838,Euro,0.8627,-0.021100000000000008
2021-12-30 00:00:00.000,0.88027,Euro,0.8627,-0.017569999999999975
2021-12-31 00:00:00.000,0.883,Euro,0.8627,-0.020299999999999985
2022-01-03 00:00:00.000,0.87924,Euro,0.8627,-0.01654
2022-01-04 00:00:00.000,0.88478,Euro,0.8627,-0.02207999999999999
2022-01-05 00:00:00.000,0.88624,Euro,0.8627,-0.023540000000000005
2022-01-06 00:00:00.000,0.8839,Euro,0.8627,-0.021199999999999997
2022-01-07 00:00:00.000,0.8852,Euro,0.8627,-0.022499999999999964
